Code;Bahnhof_Haltestelle;Bezugsjahr;DTV;DWV;Eigner;Bemerkung;geopos;lod
LAN;Langwiesen;2014-01-01;220;240.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6834480371, 8.66229616245;http://lod.opentransportdata.swiss/didok/8503426
LST;Liestal;2014-01-01;16300;19100.0;SBB;Ohne WB.;47.4844551308, 7.73135468775;http://lod.opentransportdata.swiss/didok/8500023
LINB;Linthal Braunwaldbahn;2014-01-01;300;250.0;SBB;;46.928393834, 9.00248305864;http://lod.opentransportdata.swiss/didok/8503240
TOUR;La Tour-de-Peilz;2014-01-01;1900;2200.0;CFF;;46.4554432937, 6.85953018827;http://lod.opentransportdata.swiss/didok/8501201
LUET;Lütisburg;2014-01-01;200;230.0;SBB;;47.3838273619, 9.07067425759;http://lod.opentransportdata.swiss/didok/8506204
LB;Lenzburg;2014-01-01;22300;25400.0;SBB;;47.3911934191, 8.17037888645;http://lod.opentransportdata.swiss/didok/8502119
LIN;Linthal;2014-01-01;340;350.0;SBB;;46.9255699583, 8.99777825107;http://lod.opentransportdata.swiss/didok/8503239
LZ;Luzern;2014-01-01;84700;91800.0;SBB;;47.0501697679, 8.31017092011;http://lod.opentransportdata.swiss/didok/8505000
LSN;Lausen;2014-01-01;1400;1600.0;SBB;;47.470196213, 7.75982160092;http://lod.opentransportdata.swiss/didok/8500024
LUN;Lungern;2014-01-01;480;490.0;ZB;;46.7863494029, 8.16355874167;http://lod.opentransportdata.swiss/didok/8508310
OWT;Oberwinterthur;2014-01-01;5000;6000.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.5079184546, 8.76037093131;http://lod.opentransportdata.swiss/didok/8506016
OLH;Olten Hammer;2014-01-01;370;420.0;SBB;;47.3485517008, 7.8977062126;http://lod.opentransportdata.swiss/didok/8500217
ORT;Oberriet;2014-01-01;350;380.0;SBB;;47.3234789515, 9.57136707107;http://lod.opentransportdata.swiss/didok/8509400
OI;Oberrüti;2014-01-01;300;350.0;SBB;;47.1659234421, 8.40476673935;http://lod.opentransportdata.swiss/didok/8502219
OFR;Otelfingen Golfpark;2014-01-01;790;1000.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.455812722, 8.40209787525;http://lod.opentransportdata.swiss/didok/8503525
RUEN;Rümikon AG;2014-01-01;50;50.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.5653831658, 8.37365327646;http://lod.opentransportdata.swiss/didok/8503415
SD;Saland;2014-01-01;210;230.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.3942126094, 8.85420315671;http://lod.opentransportdata.swiss/didok/8506009
RN;Rikon;2014-01-01;840;960.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.4450032571, 8.79630774826;http://lod.opentransportdata.swiss/didok/8506005
ROG;Roggwil-Wynau;2014-01-01;320;390.0;SBB;;47.2516286412, 7.81490475887;http://lod.opentransportdata.swiss/didok/8508101
DUE;Dübendorf;2014-01-01;8600;10100.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.4000750283, 8.62340719058;http://lod.opentransportdata.swiss/didok/8503128
EMB;Embrach-Rorbas;2014-01-01;2400;2900.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.5205878296, 8.5870549795;http://lod.opentransportdata.swiss/didok/8506041
DSH;Diessenhofen;2014-01-01;1100;1200.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6854695764, 8.75227980348;http://lod.opentransportdata.swiss/didok/8503428
CORS;Corseaux-Cornalles;2014-01-01;110;130.0;CFF;;46.4704453244, 6.8247755489;http://lod.opentransportdata.swiss/didok/8504040
CFV;Courfaivre;2014-01-01;370;440.0;CFF;;47.3350738097, 7.29115599382;http://lod.opentransportdata.swiss/didok/8500121
CTT;Courtételle;2014-01-01;680;810.0;CFF;;47.3428223281, 7.3179306259;http://lod.opentransportdata.swiss/didok/8500120
CCH;Courchavon;2014-01-01;50;50.0;CFF;;47.4397614989, 7.05763565777;http://lod.opentransportdata.swiss/didok/8500141
ECL;Eclépens;2014-01-01;270;340.0;CFF;;46.6571840947, 6.55242099774;http://lod.opentransportdata.swiss/didok/8501114
EG;Egerkingen;2014-01-01;1100;1300.0;SBB;;47.3148575546, 7.79894973749;http://lod.opentransportdata.swiss/didok/8500214
EGL;Eglisau;2014-01-01;1500;1800.0;SBB;;47.5723728054, 8.51653513851;http://lod.opentransportdata.swiss/didok/8503402
BROA;Bronschhofen AMP;2014-01-01;120;140.0;THURBO;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.481268659, 9.03090912842;http://lod.opentransportdata.swiss/didok/8506188
CHX;Chexbres-Village;2014-01-01;640;690.0;CFF;;46.4810524899, 6.77854229136;http://lod.opentransportdata.swiss/didok/8504013
BRT;Bretonnières;2014-01-01;60;70.0;CFF;;46.7150454119, 6.47473141459;http://lod.opentransportdata.swiss/didok/8501105
CHY;Chambésy;2014-01-01;530;630.0;CFF;;46.2423769792, 6.14733924476;http://lod.opentransportdata.swiss/didok/8501020
CD;Cadenazzo;2014-01-01;1700;1900.0;FFS;;46.1526250436, 8.94168850732;http://lod.opentransportdata.swiss/didok/8505404
BLU;Blumenau;2014-01-01;390;460.0;SBB;;47.2236693254, 8.84238332851;http://lod.opentransportdata.swiss/didok/8503113
BUE;Bülach;2014-01-01;17200;20000.0;SBB;;47.5239413008, 8.53618858988;http://lod.opentransportdata.swiss/didok/8503400
BRU;Brunnen;2014-01-01;2600;2900.0;SBB;;46.9991749288, 8.61004816648;http://lod.opentransportdata.swiss/didok/8505007
BO;Bodio;2014-01-01;50;50.0;FFS;;46.3802576814, 8.90655905474;http://lod.opentransportdata.swiss/didok/8505207
BR;Brig;2014-01-01;15900;16300.0;SBB;;46.3194210071, 7.98809158467;http://lod.opentransportdata.swiss/didok/8501609
BER;Berlingen;2014-01-01;290;310.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6732101292, 9.02200129854;http://lod.opentransportdata.swiss/didok/8506135
BMA;Bauma;2014-01-01;700;730.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.3688358029, 8.87821095251;http://lod.opentransportdata.swiss/didok/8503134
BI;Biel/Bienne;2014-01-01;42800;48000.0;SBB;Ohne ASM.;47.1328920532, 7.24290845288;http://lod.opentransportdata.swiss/didok/8504300
GD;Arth-Goldau;2014-01-01;12600;13100.0;SBB;Ohne RB.;47.04915622, 8.54949116322;http://lod.opentransportdata.swiss/didok/8505004
BS;Basel SBB;2014-01-01;101400;112900.0;SBB;Ohne SNCF.;47.5474041527, 7.58955146721;http://lod.opentransportdata.swiss/didok/8500010
BN;Bern;2014-01-01;180700;202600.0;SBB;Ohne RBS.;46.948824497, 7.43911900576;http://lod.opentransportdata.swiss/didok/8507000
AN;Andelfingen;2014-01-01;2100;2500.0;SBB;;47.5937589886, 8.67797953564;http://lod.opentransportdata.swiss/didok/8506047
BRAG;Bad Ragaz;2014-01-01;2200;2500.0;SBB;;47.0103066077, 9.50521579767;http://lod.opentransportdata.swiss/didok/8509004
BAZ;Bazenheid;2014-01-01;980;1200.0;SBB;;47.4101281088, 9.06904195327;http://lod.opentransportdata.swiss/didok/8506205
BNK;Benken;2014-01-01;320;380.0;SBB;;47.2044563538, 9.00863107374;http://lod.opentransportdata.swiss/didok/8503118
MTM;Mettmenstetten;2014-01-01;1900;2200.0;SBB;;47.244071939, 8.45736538581;http://lod.opentransportdata.swiss/didok/8502225
MERL;Merlischachen;2014-01-01;200;220.0;SBB;;47.0676559849, 8.40903921336;http://lod.opentransportdata.swiss/didok/8505011
MST;Münchenstein;2014-01-01;620;720.0;SBB;;47.5133857839, 7.61758557051;http://lod.opentransportdata.swiss/didok/8500119
MR;Meiringen;2014-01-01;2000;2000.0;ZB;;46.7273296622, 8.18423402153;http://lod.opentransportdata.swiss/didok/8508308
MUO;Muolen;2014-01-01;630;750.0;SOB;;47.5176199644, 9.33708157978;http://lod.opentransportdata.swiss/didok/8506396
MU;Muttenz;2014-01-01;4700;5900.0;SBB;;47.5335803903, 7.64787914262;http://lod.opentransportdata.swiss/didok/8500020
LUC;Lucens;2014-01-01;700;830.0;CFF;;46.7077668295, 6.84214373406;http://lod.opentransportdata.swiss/didok/8504121
MTR;Matran;2014-01-01;120;130.0;CFF;;46.7889298851, 7.09632979027;http://lod.opentransportdata.swiss/didok/8504029
MPF;Mumpf;2014-01-01;970;1200.0;SBB;;47.5476175889, 7.90961301385;http://lod.opentransportdata.swiss/didok/8500303
LY;Lyss;2014-01-01;10300;11800.0;SBB;;47.0763151407, 7.30629081519;http://lod.opentransportdata.swiss/didok/8504414
OA;Oberaach;2014-01-01;130;140.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.5532223119, 9.2709268739;http://lod.opentransportdata.swiss/didok/8506108
NWD;Niederweningen Dorf;2014-01-01;750;890.0;SBB;;47.5059060903, 8.38104986019;http://lod.opentransportdata.swiss/didok/8503318
NID;Nidfurn-Haslen;2014-01-01;170;180.0;SBB;;46.9858964537, 9.05925879887;http://lod.opentransportdata.swiss/didok/8503234
NG;Niederglatt;2014-01-01;1100;1400.0;SBB;;47.4874689477, 8.50329612568;http://lod.opentransportdata.swiss/didok/8503313
OEN;Oensingen;2014-01-01;5000;5900.0;SBB;;47.2850232125, 7.70985469445;http://lod.opentransportdata.swiss/didok/8500212
OBK;Oberkirch;2014-01-01;440;500.0;SBB;;47.1552315719, 8.11422262548;http://lod.opentransportdata.swiss/didok/8502011
KLB;Kloten Balsberg;2014-01-01;1700;2100.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.4422864693, 8.57070137795;http://lod.opentransportdata.swiss/didok/8503309
KKO;Kölliken Oberdorf;2014-01-01;150;180.0;SBB;;47.3246738705, 8.01907059825;http://lod.opentransportdata.swiss/didok/8502122
HOSA;Hochdorf Schönau;2014-01-01;610;700.0;SBB;;47.1646547839, 8.29821242385;http://lod.opentransportdata.swiss/didok/8502042
KRH;Kreuzlingen Hafen;2014-01-01;1500;1700.0;SBB;;47.6491676497, 9.18196081638;http://lod.opentransportdata.swiss/didok/8506128
HGO;Horgen Oberdorf;2014-01-01;1800;2200.0;SBB;;47.2587470381, 8.58980260632;http://lod.opentransportdata.swiss/didok/8502208
HGW;Hergiswil;2014-01-01;2700;3100.0;ZB;;46.9826127199, 8.31016575309;http://lod.opentransportdata.swiss/didok/8508318
LQ;Landquart;2014-01-01;12400;12300.0;SBB;;46.9674389764, 9.55402859224;http://lod.opentransportdata.swiss/didok/8509002
JE;Jestetten;2014-01-01;550;700.0;SBB;;47.6544006039, 8.57327389271;http://lod.opentransportdata.swiss/didok/8503421
LA;Lachen;2014-01-01;2800;3300.0;SBB;;47.190068574, 8.85269238166;http://lod.opentransportdata.swiss/didok/8503220
HN;Horn;2014-01-01;500;560.0;SBB;;47.493176824, 9.46337580999;http://lod.opentransportdata.swiss/didok/8506307
LSG;Lichtensteig;2014-01-01;830;920.0;SOB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.3196954706, 9.08317218002;http://lod.opentransportdata.swiss/didok/8506201
LENG;Lengwil;2014-01-01;230;260.0;THURBO;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6255999765, 9.19026101005;http://lod.opentransportdata.swiss/didok/8506196
LON;Lonay-Préverenges;2014-01-01;290;340.0;CFF;;46.5231229916, 6.51954667355;http://lod.opentransportdata.swiss/didok/8501048
TUI;Les Tuileries;2014-01-01;480;590.0;CFF;;46.2499433407, 6.14734101981;http://lod.opentransportdata.swiss/didok/8501011
LECH;Léchelles;2014-01-01;140;170.0;CFF;;46.8284488203, 7.01162043632;http://lod.opentransportdata.swiss/didok/8504137
LD;Le Landeron;2014-01-01;1100;1200.0;CFF;;47.056626064, 7.06632947231;http://lod.opentransportdata.swiss/didok/8504225
LOT;Lottstetten;2014-01-01;180;220.0;SBB;;47.6257356296, 8.56680664761;http://lod.opentransportdata.swiss/didok/8503420
LS;Lausanne;2014-01-01;94100;107100.0;CFF;;46.5167786487, 6.62909314109;http://lod.opentransportdata.swiss/didok/8501120
LAV;Lavorgo;2014-01-01;50;50.0;FFS;;46.4408978389, 8.83974336723;http://lod.opentransportdata.swiss/didok/8505205
LFN;Laufen;2014-01-01;5400;6300.0;SBB;;47.4193383263, 7.50263030739;http://lod.opentransportdata.swiss/didok/8500113
FT;Feuerthalen;2014-01-01;300;330.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6921636376, 8.64595208918;http://lod.opentransportdata.swiss/didok/8503425
ERL;Erlen;2014-01-01;490;560.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.5514562601, 9.22619100908;http://lod.opentransportdata.swiss/didok/8506107
FEL;Felben-Wellhausen;2014-01-01;480;560.0;SBB;;47.5771019005, 8.94316091804;http://lod.opentransportdata.swiss/didok/8506101
FET;Fehraltorf;2014-01-01;3100;3700.0;SBB;;47.3851215525, 8.75026509676;http://lod.opentransportdata.swiss/didok/8503302
EV;Evionnaz;2014-01-01;290;370.0;CFF;;46.1692425762, 7.02552647988;http://lod.opentransportdata.swiss/didok/8501404
FI;Fischenthal;2014-01-01;130;140.0;SBB;;47.333298028, 8.92327465614;http://lod.opentransportdata.swiss/didok/8503136
EPS;Epesses;2014-01-01;130;120.0;CFF;;46.4893183671, 6.74516355201;http://lod.opentransportdata.swiss/didok/8501125
ESL;Eschlikon;2014-01-01;1200;1400.0;SBB;;47.4614892248, 8.95851470682;http://lod.opentransportdata.swiss/didok/8506011
FB;Feldbach;2014-01-01;1200;1400.0;SBB;;47.2391975436, 8.78348281363;http://lod.opentransportdata.swiss/didok/8503109
FLA;Flawil;2014-01-01;3200;3800.0;SBB;;47.4151898192, 9.1897661689;http://lod.opentransportdata.swiss/didok/8506209
GEAP;Genève-Aéroport;2014-01-01;13700;13500.0;CFF;;46.2325293452, 6.11198571992;http://lod.opentransportdata.swiss/didok/8501026
GDBE;Genthod-Bellevue;2014-01-01;1100;1400.0;CFF;;46.2567305087, 6.15396312897;http://lod.opentransportdata.swiss/didok/8501021
GLZB;Glanzenberg;2014-01-01;3400;4000.0;SBB;;47.3988744293, 8.4204230971;http://lod.opentransportdata.swiss/didok/8503512
GRA;Grandgourt;2014-01-01;50;50.0;CFF;;47.4699139104, 7.0480940862;http://lod.opentransportdata.swiss/didok/8500143
GLB;Glattbrugg;2014-01-01;4800;6000.0;SBB;;47.4308254769, 8.55883224276;http://lod.opentransportdata.swiss/didok/8503310
GSS;Gossau SG;2014-01-01;10100;11000.0;SBB;;47.4118296551, 9.25303263655;http://lod.opentransportdata.swiss/didok/8506210
GRAF;Grafenort;2014-01-01;100;110.0;ZB;;46.8706013366, 8.37240400077;http://lod.opentransportdata.swiss/didok/8508396
GOL;Goldach;2014-01-01;1300;1500.0;SBB;;47.4737971116, 9.46699032646;http://lod.opentransportdata.swiss/didok/8506305
HD;Hallwil;2014-01-01;160;190.0;SBB;;47.3286359778, 8.17593763411;http://lod.opentransportdata.swiss/didok/8502031
GL;Glarus;2014-01-01;2700;3200.0;SBB;;47.0399200317, 9.0715516467;http://lod.opentransportdata.swiss/didok/8503230
OPP;Oppikon;2014-01-01;50;50.0;THURBO;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.5520637371, 9.06209186806;http://lod.opentransportdata.swiss/didok/8506185
OTH;Othmarsingen;2014-01-01;1100;1300.0;SBB;;47.4074269011, 8.21478836445;http://lod.opentransportdata.swiss/didok/8502105
OSS;Ossingen;2014-01-01;460;510.0;SBB;;47.6146106042, 8.72409330368;http://lod.opentransportdata.swiss/didok/8506023
PAY;Payerne;2014-01-01;4500;5100.0;CFF;;46.8196387484, 6.93987910663;http://lod.opentransportdata.swiss/didok/8504134
MANN;Mannenbach-Salenstein;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6736499577, 9.05277922071;http://lod.opentransportdata.swiss/didok/8506134
MELN;Mellikon;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.5684839744, 8.35249723256;http://lod.opentransportdata.swiss/didok/8503414
MAM;Mammern;2016-01-01;;;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6441576694, 8.91398444987;http://lod.opentransportdata.swiss/didok/8506137
MOSM;Mendrisio S. Martino;2016-01-01;550;540.0;FFS;;45.8776518954, 8.98302829339;http://lod.opentransportdata.swiss/didok/8518475
LU;Luchsingen-Hätzingen;2016-01-01;410;470.0;SBB;;46.9650649888, 9.0390086553;http://lod.opentransportdata.swiss/didok/8503236
LGP;Lugano-Paradiso;2016-01-01;940;1100.0;FFS;;45.9889500461, 8.94627572854;http://lod.opentransportdata.swiss/didok/8505301
LOT;Lottstetten;2016-01-01;300;360.0;SBB;;47.6257356296, 8.56680664761;http://lod.opentransportdata.swiss/didok/8503420
MEZ;Mezzovico;2016-01-01;470;610.0;FFS;;46.0942810833, 8.92858485104;http://lod.opentransportdata.swiss/didok/8505217
MOE;Möhlin;2016-01-01;3600;4200.0;SBB;;47.5618497594, 7.83385418673;http://lod.opentransportdata.swiss/didok/8500302
MTR;Matran;2016-01-01;140;160.0;CFF;;46.7889298851, 7.09632979027;http://lod.opentransportdata.swiss/didok/8504029
AAT;Aathal;2014-01-01;770;860.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.3359563788, 8.76561022548;http://lod.opentransportdata.swiss/didok/8503124
ALT;Altstätten SG;2014-01-01;2100;2400.0;SBB;;47.3742291734, 9.55651096481;http://lod.opentransportdata.swiss/didok/8506319
AE;Aesch;2014-01-01;2100;2400.0;SBB;;47.4677359724, 7.60305476436;http://lod.opentransportdata.swiss/didok/8500117
DA;Dachsen;2014-01-01;950;1000.0;SBB;Aus erhebungstechnischen Gründen ist die Aussagekraft der Angabe 2014 eingeschränkt und somit ein Vergleich mit der Angabe 2016 nicht sinnvoll.;47.6670843791, 8.61379705884;http://lod.opentransportdata.swiss/didok/8506049
ERLB;Erlenbach ZH;2014-01-01;3600;4200.0;SBB;;47.3057853122, 8.59150489466;http://lod.opentransportdata.swiss/didok/8503102
CTY;Courtelary;2014-01-01;480;570.0;CFF;;47.1756195642, 7.06879653586;http://lod.opentransportdata.swiss/didok/8504307
EBR;Emmenbrücke;2014-01-01;3300;3800.0;SBB;;47.0705979582, 8.28255105833;http://lod.opentransportdata.swiss/didok/8502021
COG;Corgémont;2014-01-01;400;490.0;CFF;;47.1933880076, 7.14465464697;http://lod.opentransportdata.swiss/didok/8504305
DMT;Delémont;2014-01-01;8500;9700.0;CFF;;47.3620006555, 7.35005384248;http://lod.opentransportdata.swiss/didok/8500109
DOP;Dompierre;2014-01-01;70;80.0;CFF;;46.8543983208, 6.98535899591;http://lod.opentransportdata.swiss/didok/8504124
CGY;Cugy FR;2014-01-01;290;360.0;CFF;;46.8160232571, 6.88916300569;http://lod.opentransportdata.swiss/didok/8504133
EDA;Ennenda;2014-01-01;550;620.0;SBB;;47.0329570685, 9.07718226126;http://lod.opentransportdata.swiss/didok/8503231
EBI;Ebikon;2014-01-01;1300;1500.0;SBB;;47.08425714, 8.34234535321;http://lod.opentransportdata.swiss/didok/8502200
KAAG;Kaiserstuhl AG;2014-01-01;260;290.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.5664464571, 8.41914841526;http://lod.opentransportdata.swiss/didok/8503413
KHF;Kehlhof;2014-01-01;140;160.0;THURBO;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.5721849532, 9.16976823984;http://lod.opentransportdata.swiss/didok/8506193
KRU;Krummenau;2014-01-01;170;170.0;SOB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.2488574907, 9.16794206645;http://lod.opentransportdata.swiss/didok/8506298
KGO;Küsnacht Goldbach;2014-01-01;1600;2000.0;SBB;;47.3268539021, 8.57595174932;http://lod.opentransportdata.swiss/didok/8503141
EVOU;Les Evouettes;2014-01-01;100;130.0;CFF;;46.3628591884, 6.87946504066;http://lod.opentransportdata.swiss/didok/8501425
KGD;Küngoldingen;2014-01-01;130;150.0;SBB;;47.3019656073, 7.94169493557;http://lod.opentransportdata.swiss/didok/8502120
KAU;Kaiseraugst;2014-01-01;2600;3100.0;SBB;;47.5384906334, 7.72412101576;http://lod.opentransportdata.swiss/didok/8500300
DEU;Les Deurres;2014-01-01;340;390.0;CFF;;46.9855183801, 6.899149402;http://lod.opentransportdata.swiss/didok/8504231
KIL;Kilchberg;2014-01-01;2400;2900.0;SBB;;47.3244274064, 8.54799908563;http://lod.opentransportdata.swiss/didok/8503200
LEN;Lengnau;2014-01-01;1100;1300.0;SBB;;47.1794233382, 7.36654652735;http://lod.opentransportdata.swiss/didok/8500201
EZ;Eschenz;2014-01-01;260;280.0;SBB;Aus erhebungstechnischen Gründen steht die Angabe 2016 nicht zur Verfügung.;47.6454101495, 8.87653687685;http://lod.opentransportdata.swiss/didok/8506138
FF;Frauenfeld;2014-01-01;12800;14400.0;SBB;Inklusive FW.;47.5581599749, 8.89653893491;http://lod.opentransportdata.swiss/didok/8506100
GE;Genève;2014-01-01;60500;70700.0;CFF;Ohne SNCF.;46.2102022669, 6.14245302875;http://lod.opentransportdata.swiss/didok/8501008
GOR;Gorgier-St-Aubin;2014-01-01;510;610.0;CFF;;46.8990652006, 6.78102543256;http://lod.opentransportdata.swiss/didok/8504205
FRBS;Freienbach SOB;2014-01-01;260;300.0;SOB;;47.2042033855, 8.75938335638;http://lod.opentransportdata.swiss/didok/8503289
